full_name,family,era,trait,family_blup,era_blup
Llama-1,Llama,2023Q1,-1.546856722650111,-0.8330486033516242,-0.19266786934946475
Llama-2,Llama,2023Q3,-0.8602427893974021,-0.8330486033516242,0.014878764423227917
Llama-3,Llama,2024Q2,-0.9291238884504849,-0.8330486033516242,0.00010454882745857292
Llama-3.1,Llama,2024Q3,-1.2129206318869488,-0.8330486033516242,-0.15653805243526148
Llama-3.2,Llama,2024Q3,-0.751943395398013,-0.8330486033516242,-0.15653805243526148
Llama-3.3,Llama,2024Q4,-0.07453760707836365,-0.8330486033516242,0.22923975423033321
Llama-4,Llama,2025Q2,-1.857940148460576,-0.8330486033516242,-0.29235599009327223
Qwen-7B,Qwen,2023Q3,0.46460526248262446,0.11141310190847158,0.014878764423227917
Qwen1.5,Qwen,2024Q1,-0.47133556958599887,0.11141310190847158,-0.07513478318698431
Qwen2,Qwen,2024Q2,0.22993573253336552,0.11141310190847158,0.00010454882745857292
Qwen2.5,Qwen,2024Q3,-0.8865542386128509,0.11141310190847158,-0.15653805243526148
Qwen3,Qwen,2025Q2,0.26753354536918017,0.11141310190847158,-0.29235599009327223
Qwen3.5,Qwen,2026Q1,0.24353132237698857,0.11141310190847158,-0.06272181577440283
Qwen3.6,Qwen,2026Q2,-0.2939190502541369,0.11141310190847158,-0.33824639305450876
DeepSeek-V3,DeepSeek,2024Q4,-1.021066844245751,-0.6642393758036512,0.22923975423033321
DeepSeek-R1,DeepSeek,2025Q1,0.03598595744575589,-0.6642393758036512,0.10884010321719366
DeepSeek-V3.1,DeepSeek,2025Q3,-0.9901852192815419,-0.6642393758036512,-0.07938846263777756
DeepSeek-V3.2,DeepSeek,2025Q4,-0.40736185398596825,-0.6642393758036512,0.7132856869194005
DeepSeek-V4,DeepSeek,2026Q2,-0.949802567120904,-0.6642393758036512,-0.33824639305450876
Mistral-7B,Mistral,2023Q3,1.1592608143982495,1.171642439662553,0.014878764423227917
Mixtral-8x7B,Mistral,2023Q4,0.7912314865987431,1.171642439662553,-0.09882673410769317
Mixtral-8x22B,Mistral,2024Q2,0.731309175147542,1.171642439662553,0.00010454882745857292
Mistral-Large-2,Mistral,2024Q3,0.28344146781038476,1.171642439662553,-0.15653805243526148
Mistral-Small-2,Mistral,2024Q3,1.607145418383416,1.171642439662553,-0.15653805243526148
Mistral-Small-3,Mistral,2025Q1,1.240576195889172,1.171642439662553,0.10884010321719366
Mistral-Small-3.1,Mistral,2025Q1,1.3139190900078463,1.171642439662553,0.10884010321719366
Mistral-Medium-3,Mistral,2025Q2,1.7222645218667987,1.171642439662553,-0.29235599009327223
Mistral-Small-3.2,Mistral,2025Q2,-0.026642671073682567,1.171642439662553,-0.29235599009327223
Mistral-Large-3,Mistral,2025Q4,2.6091688280174066,1.171642439662553,0.7132856869194005
Ministral-3,Mistral,2025Q4,2.954040673253057,1.171642439662553,0.7132856869194005
Devstral-2,Mistral,2025Q4,2.060450203100622,1.171642439662553,0.7132856869194005
Mistral-Small-4,Mistral,2026Q1,1.2091349846902952,1.171642439662553,-0.06272181577440283
Mistral-Medium-3.5,Mistral,2026Q2,-0.3748093125939351,1.171642439662553,-0.33824639305450876
Phi-1,Phi,2023Q2,1.121092328659195,0.3893145879388604,0.22953124302175015
Phi-1.5,Phi,2023Q3,-0.04521838734344752,0.3893145879388604,0.014878764423227917
Phi-2,Phi,2023Q4,0.2242731807107488,0.3893145879388604,-0.09882673410769317
Phi-3,Phi,2024Q2,0.4929978539257918,0.3893145879388604,0.00010454882745857292
Phi-3.5,Phi,2024Q3,0.4953336005189404,0.3893145879388604,-0.15653805243526148
Phi-4,Phi,2024Q4,1.0686417849758594,0.3893145879388604,0.22923975423033321
Phi-4-reasoning-plus,Phi,2025Q2,-0.3100126922185136,0.3893145879388604,-0.29235599009327223
Phi-4-reasoning-vision-15B,Phi,2026Q1,-0.2828684804169413,0.3893145879388604,-0.06272181577440283
Gemma-1,Gemma,2024Q1,-0.03297398948290231,-0.17508215035460845,-0.07513478318698431
Gemma-2,Gemma,2024Q2,-0.13072454075664863,-0.17508215035460845,0.00010454882745857292
Gemma-3,Gemma,2025Q1,-0.6038321949439118,-0.17508215035460845,0.10884010321719366
Gemma-3n,Gemma,2025Q2,-0.7468564998333107,-0.17508215035460845,-0.29235599009327223
Gemma-4,Gemma,2026Q2,0.1027469137180308,-0.17508215035460845,-0.33824639305450876
Gemma-4-12B,Gemma,2026Q2,-0.997307400541052,-0.17508215035460845,-0.33824639305450876
